value	form	character	language
abba2	|AB×AŠ₂|	𒀋	sux
agarin	|AB×DUN₃@g|	𒀌	sux
ajarin	|AB×DUN₃@g|	𒀌	sux
erigal	|AB×GAL|	𒀍	sux
ecgal	|AB×GAL|	𒀍	sux
irigal	|AB×GAL|	𒀍	sux
unugi2	|AB×GAL|	𒀍	sux
urugal	|AB×GAL|	𒀍	sux
agarin2	|AB×GAN₂@t|	𒀎	sux
ajarin2	|AB×GAN₂@t|	𒀎	sux
LAK543	|AB×HA|	𒀏	sux
nance	|AB×HA|	𒀏	sux
nacce	|AB×HA|	𒀏	sux
nazi	|AB×HA|	𒀏	sux
nigin6	|AB×HA|	𒀏	sux
nijin6	|AB×HA|	𒀏	sux
nina	|AB×HA|	𒀏	sux
sirara	|AB×HA|	𒀏	sux
siraran	|AB×HA|	𒀏	sux
ecemen4	|AB×IMIN|	𒀑	sux
ecemin4	|AB×IMIN|	𒀑	sux
niginx	|AB×LAGAB|	𒀒	sux
unugi	|AB×IGI@g|	𒀐	sux
ze4	|AB×ŠEŠ|	𒀓	sux
zi4	|AB×ŠEŠ|	𒀓	sux
erimx	|AB×(U.U.U)|	𒀔	sux
gunx	|AB×(U.U.U)|	𒀔	sux
gunux	|AB×(U.U.U)|	𒀔	sux
nux	|AB×(U.U.U)|	𒀔	sux
sirarax	|AB×(U.U.U)|	𒀔	sux
unux	|AB×(U.U.U)|	𒀔	sux
unugx	|AB×(U.U.U)|	𒀔	sux
urugalx	|AB×(U.U.U)|	𒀔	sux
urukx	|AB×(U.U.U)|	𒀔	sux
LAK537	AB@g	𒀕	sux
ab4	AB@g	𒀕	sux
aba4	AB@g	𒀕	sux
eri11	AB@g	𒀕	sux
erim5	AB@g	𒀕	sux
erin5	AB@g	𒀕	sux
gun4	AB@g	𒀕	sux
guna4	AB@g	𒀕	sux
gunu4	AB@g	𒀕	sux
iri11	AB@g	𒀕	sux
irigal2	AB@g	𒀕	sux
nu7	AB@g	𒀕	sux
sirara5	AB@g	𒀕	sux
unu	AB@g	𒀕	sux
unug	AB@g	𒀕	sux
urugal2	AB@g	𒀕	sux
uruk	AB@g	𒀕	sux
zabalax	|AB@g.MUŠ₃.ZA|	𒀕𒈹𒍝	sux
LAK403	AB₂	𒀖	sux
ab2	AB₂	𒀖	sux
ap2	AB₂	𒀖	sux
le8	AB₂	𒀖	sux
let	AB₂	𒀖	sux
li8	AB₂	𒀖	sux
lid	AB₂	𒀖	sux
lit	AB₂	𒀖	sux
liti	AB₂	𒀖	sux
lit	AB₂	𒀖	sux
liti	AB₂	𒀖	sux
rem2	AB₂	𒀖	sux
reme2	AB₂	𒀖	sux
rim2	AB₂	𒀖	sux
rimu2	AB₂	𒀖	sux
munux	|AB₂.KU|	𒀖𒆪	sux
nagadx	|AB₂.KU|	𒀖𒆪	sux
udul	|AB₂.KU|	𒀖𒆪	sux
unu3	|AB₂.KU|	𒀖𒆪	sux
unud	|AB₂.KU|	𒀖𒆪	sux
utul	|AB₂.KU|	𒀖𒆪	sux
udul10	|AB₂.LU|	𒀖𒇻	sux
utul10	|AB₂.LU|	𒀖𒇻	sux
LAK404	|AB₂.ŠA₃|	𒀖𒊮	sux
girx	|AB₂.ŠA₃|	𒀖𒊮	sux
kirx	|AB₂.ŠA₃|	𒀖𒊮	sux
libicx	|AB₂.ŠA₃|	𒀖𒊮	sux
lipicx	|AB₂.ŠA₃|	𒀖𒊮	sux
cagx	|AB₂.ŠA₃|	𒀖𒊮	sux
cemx	|AB₂.ŠA₃|	𒀖𒊮	sux
ubx	|AB₂.ŠA₃|	𒀖𒊮	sux
lilis	|AB₂×BALAG|	𒀗	sux
liliz	|AB₂×BALAG|	𒀗	sux
kir6	|AB₂×GAN₂@t|	𒀘	sux
qir6	|AB₂×GAN₂@t|	𒀘	sux
cem5	|AB₂×GAN₂@t|	𒀘	sux
meze	|AB₂×(ME.EN)|	𒀙	sux
cem4	|AB₂×(ME.EN)|	𒀙	sux
ub6	|AB₂×(ME.EN)|	𒀙	sux
gir9	|AB₂×ŠA₃|	𒀚	sux
kir2	|AB₂×ŠA₃|	𒀚	sux
kiri9	|AB₂×ŠA₃|	𒀚	sux
libic	|AB₂×ŠA₃|	𒀚	sux
lipic	|AB₂×ŠA₃|	𒀚	sux
cagx	|AB₂×ŠA₃|	𒀚	sux
cem3	|AB₂×ŠA₃|	𒀚	sux
ub3	|AB₂×ŠA₃|	𒀚	sux
girx	|AB₂×TAK₄|	𒀛	sux
kirx	|AB₂×TAK₄|	𒀛	sux
libicx	|AB₂×TAK₄|	𒀛	sux
cagx	|AB₂×TAK₄|	𒀛	sux
cem6	|AB₂×TAK₄|	𒀛	sux
ub5	|AB₂×TAK₄|	𒀛	sux
uba5	|AB₂×TAK₄|	𒀛	sux
LAK635	AD	𒀜	sux
ab3	AD	𒀜	sux
aba3	AD	𒀜	sux
ad	AD	𒀜	sux
ada	AD	𒀜	sux
ap3	AD	𒀜	sux
at	AD	𒀜	sux
at	AD	𒀜	sux
ad-kidx	|AD.E₂|	𒀜𒂍	sux
akkilx	|AD.E₂|	𒀜𒂍	sux
ad-kid	|AD.KID|	𒀜𒆤	sux
akkil2	|AD.KID|	𒀜𒆤	sux
akkilx	|AD.KU|	𒀜𒆪	sux
LAK87	AK	𒀝	sux
MZL127	AK	𒀝	sux
a5	AK	𒀝	sux
ag	AK	𒀝	sux
aj	AK	𒀝	sux
ak	AK	𒀝	sux
aka	AK	𒀝	sux
akix	AK	𒀝	sux
aq	AK	𒀝	sux
aqa	AK	𒀝	sux
ke3	AK	𒀝	sux
ki3	AK	𒀝	sux
kid3	AK	𒀝	sux
me6	AK	𒀝	sux
na3	AK	𒀝	sux
ra6	AK	𒀝	sux
ca5	AK	𒀝	sux
MZL129	|AK×ERIN₂|	𒀞	sux
me3	|AK×ERIN₂|	𒀞	sux
MZL53~a	|KA×ERIN₂|	𒅠	sux
mex~a	|KA×ERIN₂|	𒅠	sux
LAK87~c	AK	𒀝	sux
MZL127~c	AK	𒀝	sux
me6~c	AK	𒀝	sux
me11~d	|AK×(ŠITA.GIŠ)|	𒀟	sux
LAK515	AL	𒀠	sux
al	AL	𒀠	sux
ala3	AL	𒀠	sux
il10	AL	𒀠	sux
mah2	AL	𒀠	sux
maha2	AL	𒀠	sux
ilx	|AL.ŠE|	𒀠𒊺	sux
bal3	|AL×AL|	𒀡	sux
lidim	|AL×DIM₂|	𒀢	sux
gicbar	|AL×GIŠ|	𒀣	sux
gicmac	|AL×GIŠ|	𒀣	sux
jecmac	|AL×GIŠ|	𒀣	sux
hibira	|AL×HA|	𒀤	sux
dubal	|AL×KAD₃|	𒀥	sux
bal4	|AL×KI|	𒀦	sux
dubal2	|AL×KI|	𒀦	sux
il6	|AL×ŠE|	𒀧	sux
hibis2	|AL×UŠ|	𒀨	sux
hibiz2	|AL×UŠ|	𒀨	sux
cucbar	|AL×UŠ|	𒀨	sux
cucmac	|AL×UŠ|	𒀨	sux
LAK138	ALAN	𒀩	sux
al2	ALAN	𒀩	sux
alag	ALAN	𒀩	sux
alaj	ALAN	𒀩	sux
alala	ALAN	𒀩	sux
alam	ALAN	𒀩	sux
alan	ALAN	𒀩	sux
belili	ALAN	𒀩	sux
biceba2	ALAN	𒀩	sux
bicebi2	ALAN	𒀩	sux
kacceba2	ALAN	𒀩	sux
kaccebi2	ALAN	𒀩	sux
LAK267	AMAR	𒀫	sux
amar	AMAR	𒀫	sux
mar2	AMAR	𒀫	sux
mara2	AMAR	𒀫	sux
marad	AMAR	𒀫	sux
surx	AMAR	𒀫	sux
s,ar2	AMAR	𒀫	sux
s,ur	AMAR	𒀫	sux
s,uru	AMAR	𒀫	sux
zur	AMAR	𒀫	sux
marad2	|AMAR.DA|	𒀫𒁕	sux
marduk	|AMAR.UD|	𒀫𒌓	sux
LAK268	|AMAR×ŠE|	𒀬	sux
disgur	|AMAR×ŠE|	𒀬	sux
siskur	|AMAR×ŠE|	𒀬	sux
sickur	|AMAR×ŠE|	𒀬	sux
sizkur	|AMAR×ŠE|	𒀬	sux
siskur2	|AMAR×ŠE.AMAR×ŠE|	𒀬𒀬	sux
sickur2	|AMAR×ŠE.AMAR×ŠE|	𒀬𒀬	sux
sizkur2	|AMAR×ŠE.AMAR×ŠE|	𒀬𒀬	sux
LAK8	AN	𒀭	sux
MZL10	AN	𒀭	sux
a11	AN	𒀭	sux
am6	AN	𒀭	sux
an	AN	𒀭	sux
ana2	AN	𒀭	sux
anu	AN	𒀭	sux
d	AN	𒀭	sux
dalhamunx	AN	𒀭	sux
der	AN	𒀭	sux
dibur	AN	𒀭	sux
digir	AN	𒀭	sux
dijir	AN	𒀭	sux
dimer	AN	𒀭	sux
/dimer/	AN	𒀭	sux
dimir	AN	𒀭	sux
dimmer	AN	𒀭	sux
diner	AN	𒀭	sux
dingir	AN	𒀭	sux
dingira	AN	𒀭	sux
dinir	AN	𒀭	sux
dir3	AN	𒀭	sux
el3	AN	𒀭	sux
eccu2	AN	𒀭	sux
il3	AN	𒀭	sux
ila	AN	𒀭	sux
ili	AN	𒀭	sux
ilu	AN	𒀭	sux
le4	AN	𒀭	sux
sa8	AN	𒀭	sux
cubul	AN	𒀭	sux
s,a3	AN	𒀭	sux
usanx	AN	𒀭	sux
za5	AN	𒀭	sux
ita4	|AN.A.LAGAB×HAL|	𒀭𒀀𒇉	sux
iti4	|AN.A.LAGAB×HAL|	𒀭𒀀𒇉	sux
itu4	|AN.A.LAGAB×HAL|	𒀭𒀀𒇉	sux
abx	|AN.AN|	𒀭𒀭	sux
nab3	|AN.AN|	𒀭𒀭	sux
namx	|AN.AN|	𒀭𒀭	sux
cuhubx	|AN.	𒀭𒀯	sux
tilla4	|AN.AŠ.A.AN|	𒀭𒀸𒀀𒀭	sux
barzil	|AN.AŠ.AN|	𒀭𒀸𒀭	sux
tilla2	|AN.AŠ.AN|	𒀭𒀸𒀭	sux
tilla5	|AN.AŠ@z.AN|	𒀭𒀹𒀭	sux
kunigara	|AN.BARA₂|	𒀭𒁈	sux
tilla3	|AN.DIŠ.AN|	𒀭𒁹𒀭	sux
accan	|AN.DU.AN|	𒀭𒁺𒀭	sux
usanx	|AN.GU₂×KAK|	𒀭𒄙	sux
usanx	|AN.GU₂×NUN|	𒀭𒄛	sux
anzux	|AN.HU.MI.IM|	𒀭𒄷𒈪𒅎	sux
gunx	|AN.HU.MI.IM|	𒀭𒄷𒈪𒅎	sux
qutrax	|AN.IM|	𒀭𒅎	sux
kutrax	|AN.IM|	𒀭𒅎	sux
anzu	|AN.IM.DUGUD|	𒀭𒅎𒂂	sux
anzud	|AN.IM.DUGUD|	𒀭𒅎𒂂	sux
anzu2	|AN.IM.MI|	𒀭𒅎𒈪	sux
anzud2	|AN.IM.MI|	𒀭𒅎𒈪	sux
ili7	|AN.ME.U.U.U|	𒀭𒈨𒌍	sux
kunigara2	|AN.MUŠ|	𒀭𒈲	sux
zabalax	|AN.MUŠ₃.AB|	𒀭𒈹𒀊	sux
zabalax	|AN.MUŠ₃.AB@g|	𒀭𒈹𒀕	sux
an-na	|AN.NA|	𒀭𒈾	sux
nagga	|AN.NA|	𒀭𒈾	sux
nanga5	|AN.NA|	𒀭𒈾	sux
niggi	|AN.NA|	𒀭𒈾	sux
niggin	|AN.NA|	𒀭𒈾	sux
nanibgal	|AN.NAGA|	𒀭𒉀	sux
ligidbax	|AN.SAL.TUG₂.IB|	𒀭𒊩𒌆𒅁	sux
s,illu	|AN.SAG@g|	𒀭𒊨	sux
s,il3	|AN.SAG@g|	𒀭𒊨	sux
nanibgal2	|AN.ŠE.NAGA|	𒀭𒊺𒉀	sux
kunigara3	|AN.TU|	𒀭𒌅	sux
uzugx	|AN.ZAG|	𒀭𒍠	sux
LAK9	|AN&AN|	𒀮	sux
nab	|AN&AN|	𒀮	sux
nap	|AN&AN|	𒀮	sux
tillax	|AN&AN|	𒀮	sux
dalhamun4	|4×(AN.NAGA)|	𒀱	sux
dalhamun5	|(AN.NAGA)@(AN.NAGA)|	𒀰	sux
nanna2	|AN.ŠEŠ.KI|	𒀭𒋀𒆠	sux
LAK253	ANŠE	𒀲	sux
ance	ANŠE	𒀲	sux
ance@d	ANŠE	𒀲	sux
anci	ANŠE	𒀲	sux
ancu	ANŠE	𒀲	sux
sumugan	ANŠE	𒀲	sux
cakan3	ANŠE	𒀲	sux
cakan4	|ANŠE.AN|	𒀲𒀭	sux
du25	|ANŠE.ARAD|	𒀲𒀴	sux
dur3	|ANŠE.ARAD|	𒀲𒀴	sux
duru3	|ANŠE.ARAD|	𒀲𒀴	sux
cagginx	|ANŠE.ARAD|	𒀲𒀴	sux
cakkan6	|ANŠE.ARAD|	𒀲𒀴	sux
dusi2	|ANŠE.IGI.EŠ₂|	𒀲𒅆𒂠	sux
dussa2	|ANŠE.IGI.EŠ₂|	𒀲𒅆𒂠	sux
dusu2	|ANŠE.IGI.EŠ₂|	𒀲𒅆𒂠	sux
sisix	|ANŠE.KUR|	𒀲𒆳	sux
sisi	|ANŠE.KUR.RA|	𒀲𒆳𒊏	sux
ancex	|ANŠE.PA|	𒀲𒉺	sux
ancux	|ANŠE.PA|	𒀲𒉺	sux
sumuganx	|ANŠE.PA|	𒀲𒉺	sux
cakanx	|ANŠE.PA|	𒀲𒉺	sux
eme6	|ANŠE.SAL|	𒀲𒊩	sux
durx	|ANŠE.UŠ|	𒀲𒍑	sux
MZL247	|3×AN|	𒀯	sux
LAK10	|3×AN|	𒀯	sux
kunga3	|3×AN|	𒀯	sux
kungi3	|3×AN|	𒀯	sux
mul	|3×AN|	𒀯	sux
mulu	|3×AN|	𒀯	sux
munx	|3×AN|	𒀯	sux
nap2	|3×AN|	𒀯	sux
suhub2	|3×AN|	𒀯	sux
cuhub2	|3×AN|	𒀯	sux
cun2	|3×AN|	𒀯	sux
LAK128	APIN	𒀳	sux
MZL90	APIN	𒀳	sux
absin3	APIN	𒀳	sux
abcin3	APIN	𒀳	sux
apin	APIN	𒀳	sux
apina	APIN	𒀳	sux
bin	APIN	𒀳	sux
engar	APIN	𒀳	sux
engara	APIN	𒀳	sux
erec4	APIN	𒀳	sux
eric4	APIN	𒀳	sux
pin	APIN	𒀳	sux
ur11	APIN	𒀳	sux
uru4	APIN	𒀳	sux
uc8	APIN	𒀳	sux
MZL18	ARAD	𒀴	sux
wardu	ARAD	𒀴	sux
arad	ARAD	𒀴	sux
arda	ARAD	𒀴	sux
er3	ARAD	𒀴	sux
erad	ARAD	𒀴	sux
eri3	ARAD	𒀴	sux
eru	ARAD	𒀴	sux
erum	ARAD	𒀴	sux
ir3	ARAD	𒀴	sux
irda	ARAD	𒀴	sux
...ki	ARAD	𒀴	sux
nintax	ARAD	𒀴	sux
nintah2	ARAD	𒀴	sux
nita2	ARAD	𒀴	sux
nitah2	ARAD	𒀴	sux
suburx	ARAD	𒀴	sux
subarrumx	ARAD	𒀴	sux
cubur2	ARAD	𒀴	sux
urda	ARAD	𒀴	sux
urdu	ARAD	𒀴	sux
war3	ARAD	𒀴	sux
galax	|ARAD.KU|	𒀴𒆪	sux
era	|ARAD.RA|	𒀴𒊏	sux
MZL19	|ARAD×KUR|	𒀵	sux
LAK59	|ARAD×KUR|	𒀵	sux
arad2	|ARAD×KUR|	𒀵	sux
er11	|ARAD×KUR|	𒀵	sux
ge24	|ARAD×KUR|	𒀵	sux
geme3	|ARAD×KUR|	𒀵	sux
gerec3	|ARAD×KUR|	𒀵	sux
giric3	|ARAD×KUR|	𒀵	sux
/jerec/	|ARAD×KUR|	𒀵	sux
ir11	|ARAD×KUR|	𒀵	sux
kirac	|ARAD×KUR|	𒀵	sux
nitax	|ARAD×KUR|	𒀵	sux
urda2	|ARAD×KUR|	𒀵	sux
urdu2	|ARAD×KUR|	𒀵	sux
LAK296	ARKAB₂	𒀶	sux
LAK297	ARKAB₂	𒀶	sux
arkab2	ARKAB₂	𒀶	sux
arkabx	|ARKAB₂.IB|	𒀶𒅁	sux
LAK1	AŠ	𒀸	sux
MZL1	AŠ	𒀸	sux
ana3	AŠ	𒀸	sux
as3	AŠ	𒀸	sux
ac	AŠ	𒀸	sux
aca	AŠ	𒀸	sux
acca	AŠ	𒀸	sux
as,3	AŠ	𒀸	sux
az3	AŠ	𒀸	sux
dal3	AŠ	𒀸	sux
del	AŠ	𒀸	sux
dele	AŠ	𒀸	sux
deli	AŠ	𒀸	sux
dec2	AŠ	𒀸	sux
dil	AŠ	𒀸	sux
dili	AŠ	𒀸	sux
dic2	AŠ	𒀸	sux
ec18	AŠ	𒀸	sux
ec20	AŠ	𒀸	sux
ge15	AŠ	𒀸	sux
gec4	AŠ	𒀸	sux
in6	AŠ	𒀸	sux
ina	AŠ	𒀸	sux
liri2	AŠ	𒀸	sux
liru2	AŠ	𒀸	sux
lirum2	AŠ	𒀸	sux
makac2	AŠ	𒀸	sux
makkac2	AŠ	𒀸	sux
ram2	AŠ	𒀸	sux
rim5	AŠ	𒀸	sux
ru3	AŠ	𒀸	sux
rum	AŠ	𒀸	sux
sagtag	AŠ	𒀸	sux
sagtak	AŠ	𒀸	sux
sajtak	AŠ	𒀸	sux
salugub	AŠ	𒀸	sux
santa	AŠ	𒀸	sux
santag	AŠ	𒀸	sux
santak	AŠ	𒀸	sux
simed	AŠ	𒀸	sux
cup2	AŠ	𒀸	sux
tal3	AŠ	𒀸	sux
tec	AŠ	𒀸	sux
til4	AŠ	𒀸	sux
til	AŠ	𒀸	sux
zux	AŠ	𒀸	sux
1(ac)	AŠ	𒀸	sux
1(ac@c)	AŠ	𒀸	sux
1(iku)	AŠ	𒀸	sux
ac@c	AŠ	𒀸	sux
iku@c	AŠ	𒀸	sux
MZL2	|AŠ.AŠ|	𒀸𒀸	sux
didli	|AŠ.AŠ|	𒀸𒀸	sux
man3	|AŠ.AŠ|	𒀸𒀸	sux
min5	|AŠ.AŠ|	𒀸𒀸	sux
MZL4	|AŠ.AŠ.AŠ|	𒀸𒀸𒀸	sux
ec6	|AŠ.AŠ.AŠ|	𒀸𒀸𒀸	sux
aski	|AŠ.HI×DIŠ.GI₄|	𒀸𒄱𒄄	sux
acgi	|AŠ.HI×DIŠ.GI₄|	𒀸𒄱𒄄	sux
MZL11	|AŠ+SUR|	𒀸𒋩	sux
ac-cur	|AŠ+SUR|	𒀸𒋩	sux
LAK191	|AŠ&AŠ&AŠ|	𒀼	sux
ec16	|AŠ&AŠ&AŠ|	𒀼	sux
cucur	|AŠ&AŠ&AŠ|	𒀼	sux
ac9	|AŠ&AŠ&AŠ.AŠ&AŠ&AŠ|	𒀼𒀼	sux
imin3	|AŠ&AŠ&AŠ.AŠ&AŠ&AŠ.AŠ|	𒀼𒀼𒀸	sux
imina3	|AŠ&AŠ&AŠ.AŠ&AŠ&AŠ.AŠ|	𒀼𒀼𒀸	sux
umun9	|AŠ&AŠ&AŠ.AŠ&AŠ&AŠ.AŠ|	𒀼𒀼𒀸	sux
ussa3	|AŠ&AŠ&AŠ.AŠ&AŠ&AŠ.TAB|	𒀼𒀼𒋰	sux
ussu3	|AŠ&AŠ&AŠ.AŠ&AŠ&AŠ.TAB|	𒀼𒀼𒋰	sux
ia9	|AŠ&AŠ&AŠ.TAB|	𒀼𒋰	sux
gacmu	|AŠ&AŠ.TUG₂&TUG₂.TUG₂&TUG₂.PAP|	𒀻	sux
limmu4	|AŠ&AŠ&AŠ.AŠ|	𒀼𒀸	sux
limu4	|AŠ&AŠ&AŠ.AŠ|	𒀼𒀸	sux
kad8	|AŠ&AŠ&AŠ%AŠ&AŠ&AŠ|	𒀽	sux
cucur2	|AŠ&AŠ&AŠ%AŠ&AŠ&AŠ|	𒀽	sux
bag4	|AŠ@k&AŠ@k&AŠ@k&AŠ@k|	𒍧	sux
sumx	|AŠ@k&AŠ@k&AŠ@k&AŠ@k|	𒍧	sux
bag3	BAG₃	𒁂	sux
bak3	BAG₃	𒁂	sux
MZL575	AŠ@z	𒀹	sux
1(ac@t)	AŠ@z	𒀹	sux
1(ac@t@c)	AŠ@z	𒀹	sux
ac@t	AŠ@z	𒀹	sux
ac11	AŠ@z	𒀹	sux
dec5	AŠ@z	𒀹	sux
del4	AŠ@z	𒀹	sux
dele4	AŠ@z	𒀹	sux
dil4	AŠ@z	𒀹	sux
dili4	AŠ@z	𒀹	sux
ec18	AŠ@z	𒀹	sux
ge23	AŠ@z	𒀹	sux
ic8	AŠ@z	𒀹	sux
sagtag3	AŠ@z	𒀹	sux
sagtak3	AŠ@z	𒀹	sux
sajtak3	AŠ@z	𒀹	sux
santa3	AŠ@z	𒀹	sux
santag3	AŠ@z	𒀹	sux
santak3	AŠ@z	𒀹	sux
ubu	AŠ@z	𒀹	sux
upux	AŠ@z	𒀹	sux
uzaglal	AŠ@z	𒀹	sux
1/2(iku)	AŠ@z	𒀹	sux
ilimmu	ILIMMU	𒑆	sux
9(dic)	ILIMMU	𒑆	sux
9(dic@c)	ILIMMU	𒑆	sux
kad6	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
sib3	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
sip3	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
sum5	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
cib4	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
s,ib	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
s,ibi	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
s,ip	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
zeb	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
zib	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
zip	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
zub2	|AŠ@z&AŠ@z&AŠ@z&AŠ@z|	𒍦	sux
LAK162a	AŠ₂	𒀾	sux
as2	AŠ₂	𒀾	sux
asa2	AŠ₂	𒀾	sux
aś	AŠ₂	𒀾	sux
ac2	AŠ₂	𒀾	sux
aca2	AŠ₂	𒀾	sux
as,2	AŠ₂	𒀾	sux
az2	AŠ₂	𒀾	sux
baec	AŠ₂	𒀾	sux
banec	AŠ₂	𒀾	sux
dac3	AŠ₂	𒀾	sux
deccu	AŠ₂	𒀾	sux
tac3	AŠ₂	𒀾	sux
ud2	AŠ₂	𒀾	sux
udeccu	AŠ₂	𒀾	sux
ut2	AŠ₂	𒀾	sux
utu5	AŠ₂	𒀾	sux
imjajax	|ZIZ₂.A|	𒀾𒀀	sux
imgagax	|ZIZ₂.A|	𒀾𒀀	sux
udrax	|ZIZ₂.A|	𒀾𒀀	sux
ud2-duru5	|ZIZ₂.A|	𒀾𒀀	sux
imgaga	|ZIZ₂.A.AN|	𒀾𒀀𒀭	sux
imjaja	|ZIZ₂.A.AN|	𒀾𒀀𒀭	sux
kiraci	|ZIZ₂.A.AN|	𒀾𒀀𒀭	sux
lahra	|ZIZ₂.A.AN|	𒀾𒀀𒀭	sux
udra	|ZIZ₂.A.AN|	𒀾𒀀𒀭	sux
udru	|ZIZ₂.A.AN|	𒀾𒀀𒀭	sux
ulucin	|ZIZ₂.A.AN|	𒀾𒀀𒀭	sux
imgaga3	|ZIZ₂.AN|	𒀾𒀭	sux
imjaja3	|ZIZ₂.AN|	𒀾𒀭	sux
kiracix	|ZIZ₂.AN|	𒀾𒀭	sux
udra3	|ZIZ₂.AN|	𒀾𒀭	sux
ulucin3	|ZIZ₂.AN|	𒀾𒀭	sux
imgaga2	|ZIZ₂.AN.NA|	𒀾𒀭𒈾	sux
imjaja2	|ZIZ₂.AN.NA|	𒀾𒀭𒈾	sux
kiracix	|ZIZ₂.AN.NA|	𒀾𒀭𒈾	sux
udra2	|ZIZ₂.AN.NA|	𒀾𒀭𒈾	sux
ulucin2	|ZIZ₂.AN.NA|	𒀾𒀭𒈾	sux
LAK779?	|AŠ₂.GAR₃|	𒀾𒃼	sux
ecgar	|AŠ₂.GAR₃|	𒀾𒃼	sux
banlimmu	|AŠ₂.U|	𒀾𒌋	sux
LAK346?	AŠGAB	𒀿	sux
acgab	AŠGAB	𒀿	sux
erib	AŠGAB	𒀿	sux
irib	AŠGAB	𒀿	sux
cigagu	AŠGAB	𒀿	sux
cikangu	AŠGAB	𒀿	sux
LAK290	BA	𒁀	sux
MZL14	BA	𒁀	sux
ba	BA	𒁀	sux
be4	BA	𒁀	sux
bi6	BA	𒁀	sux
libit	BA	𒁀	sux
pa2	BA	𒁀	sux
wa2	BA	𒁀	sux
LAK16	BAD	𒁁	sux
MZL113	BAD	𒁁	sux
ba9	BAD	𒁁	sux
bad	BAD	𒁁	sux
bada	BAD	𒁁	sux
bara4	BAD	𒁁	sux
bat	BAD	𒁁	sux
bata	BAD	𒁁	sux
bat	BAD	𒁁	sux
be	BAD	𒁁	sux
bi4	BAD	𒁁	sux
bid2	BAD	𒁁	sux
bit2	BAD	𒁁	sux
dihi	BAD	𒁁	sux
dim7	BAD	𒁁	sux
edim	BAD	𒁁	sux
ec7	BAD	𒁁	sux
idin	BAD	𒁁	sux
mat2	BAD	𒁁	sux
me4	BAD	𒁁	sux
med	BAD	𒁁	sux
met	BAD	𒁁	sux
met	BAD	𒁁	sux
mit	BAD	𒁁	sux
miti	BAD	𒁁	sux
mitu	BAD	𒁁	sux
mit	BAD	𒁁	sux
mud2	BAD	𒁁	sux
mut2	BAD	𒁁	sux
pax	BAD	𒁁	sux
pad2	BAD	𒁁	sux
pat2	BAD	𒁁	sux
pat2	BAD	𒁁	sux
pe3	BAD	𒁁	sux
pet2	BAD	𒁁	sux
pi3	BAD	𒁁	sux
pid2	BAD	𒁁	sux
pit2	BAD	𒁁	sux
qit3	BAD	𒁁	sux
sugin	BAD	𒁁	sux
sungin	BAD	𒁁	sux
s,is,	BAD	𒁁	sux
ti5	BAD	𒁁	sux
tile	BAD	𒁁	sux
til2	BAD	𒁁	sux
ulal	BAD	𒁁	sux
zar5	BAD	𒁁	sux
zara5	BAD	𒁁	sux
zaz	BAD	𒁁	sux
zis	BAD	𒁁	sux
ziz	BAD	𒁁	sux
zu4	BAD	𒁁	sux
zuru9	BAD	𒁁	sux
zar6	|BAD.AŠ|	𒁁𒀸	sux
zara6	|BAD.AŠ|	𒁁𒀸	sux
zuru10	|BAD.AŠ|	𒁁𒀸	sux
dabda2	|BAD.BAD|	𒁁𒁁	sux
burx	|BAD.IGI.BAD|	𒁁𒅆𒁁	sux
burux	|BAD.IGI.BAD|	𒁁𒅆𒁁	sux
gurinx	|BAD.IGI.BAD|	𒁁𒅆𒁁	sux
gurun2	|BAD.IGI.BAD|	𒁁𒅆𒁁	sux
kurunx	|BAD.IGI.BAD|	𒁁𒅆𒁁	sux
sagmac	|BAD.KASKAL|	𒁁𒆜	sux
sajmac	|BAD.KASKAL|	𒁁𒆜	sux
zanbur	|BAD.KASKAL|	𒁁𒆜	sux
adx	|BAD.LU₂|	𒁁𒇽	sux
adama	|BAD.MI|	𒁁𒈪	sux
adamu	|BAD.MI|	𒁁𒈪	sux
mudgi	|BAD.MI|	𒁁𒈪	sux
lugud	|BAD.UD|	𒁁𒌓	sux
agac	|BAD.X|	𒁁░░	sux
LAK742	BAHAR₂	𒁃	sux
/allura/	BAHAR₂	𒁃	sux
alurx	BAHAR₂	𒁃	sux
bahar2	BAHAR₂	𒁃	sux
lil7	BAHAR₂	𒁃	sux
lillu	BAHAR₂	𒁃	sux
muctaptin	BAHAR₂	𒁃	sux
nunurra	BAHAR₂	𒁃	sux
nunurru	BAHAR₂	𒁃	sux
LAK19	BAL	𒁄	sux
MZL5	BAL	𒁄	sux
bal	BAL	𒁄	sux
